"date","pollster","party","poll"
2010-07-20,"Nielsen","alp",42
2010-07-20,"Nielsen","grn",12
2010-07-20,"Nielsen","oth",5
2010-07-21,"Morgan Phone","tpp",55.5
2010-07-21,"Morgan Phone","lnp",38.5
2010-07-21,"Morgan Phone","alp",44
2010-07-21,"Morgan Phone","grn",11.5
2010-07-21,"Morgan Phone","oth",6
2010-07-24,"Newspoll","tpp",52
2010-07-24,"Newspoll","lnp",42
2010-07-24,"Newspoll","alp",40
2010-07-24,"Newspoll","grn",12
2010-07-24,"Newspoll","oth",6
2010-07-24,"Galaxy","tpp",52
2010-07-24,"Galaxy","lnp",41
2010-07-24,"Galaxy","alp",38
2010-07-24,"Galaxy","grn",15
2010-07-24,"Galaxy","oth",6
2010-07-25,"F2F Morgan","tpp",54
2010-07-25,"F2F Morgan","lnp",37
2010-07-25,"F2F Morgan","alp",43.5
2010-07-25,"F2F Morgan","grn",11.5
2010-07-25,"F2F Morgan","oth",8
2010-07-25,"Essential","tpp",54
2010-07-25,"Essential","lnp",39
2010-07-25,"Essential","alp",40
2010-07-25,"Essential","grn",13
2010-07-25,"Essential","oth",8
2010-07-27,"Nielsen","tpp",48
2010-07-27,"Nielsen","lnp",45
2010-07-27,"Nielsen","alp",36
2010-07-27,"Nielsen","grn",12
2010-07-27,"Nielsen","oth",7
2010-07-27,"Galaxy","tpp",50
2010-07-27,"Galaxy","lnp",43
2010-07-27,"Galaxy","alp",37
2010-07-27,"Galaxy","grn",13
2010-07-27,"Galaxy","oth",7
2010-07-28,"Morgan Phone","tpp",53
2010-07-28,"Morgan Phone","lnp",42
2010-07-28,"Morgan Phone","alp",42
2010-07-28,"Morgan Phone","grn",11
2010-07-28,"Morgan Phone","oth",5
2010-07-31,"Newspoll","tpp",50
2010-07-31,"Newspoll","lnp",44
2010-07-31,"Newspoll","alp",37
2010-07-31,"Newspoll","grn",12
2010-07-31,"Newspoll","oth",7
2010-08-03,"Morgan Phone","tpp",50
2010-08-03,"Morgan Phone","lnp",45
2010-08-03,"Morgan Phone","alp",38
2010-08-03,"Morgan Phone","grn",11
2010-08-03,"Morgan Phone","oth",6
2010-08-04,"Nielsen","tpp",49
2010-08-04,"Nielsen","lnp",44
2010-08-04,"Nielsen","alp",36
2010-08-04,"Nielsen","grn",13
2010-08-04,"Nielsen","oth",7
2010-08-07,"Newspoll","tpp",52
2010-08-07,"Newspoll","lnp",42
2010-08-07,"Newspoll","alp",38
2010-08-07,"Newspoll","grn",13
2010-08-07,"Newspoll","oth",7
2010-08-08,"Galaxy","tpp",51
2010-08-08,"Galaxy","lnp",42
2010-08-08,"Galaxy","alp",38
2010-08-08,"Galaxy","grn",13
2010-08-08,"Galaxy","oth",7
2010-08-08,"F2F Morgan","tpp",57.5
2010-08-08,"F2F Morgan","lnp",37
2010-08-08,"F2F Morgan","alp",43
2010-08-08,"F2F Morgan","grn",15.5
2010-08-08,"F2F Morgan","oth",4.5
2010-08-08,"Essential","tpp",51
2010-08-08,"Essential","lnp",39
2010-08-08,"Essential","alp",44
2010-08-08,"Essential","grn",10
2010-08-08,"Essential","oth",7
2010-08-11,"Nielsen","tpp",53
2010-08-11,"Nielsen","lnp",41
2010-08-11,"Nielsen","alp",40
2010-08-11,"Nielsen","grn",12
2010-08-11,"Nielsen","oth",7
2010-08-14,"Morgan Phone","tpp",51
2010-08-14,"Morgan Phone","lnp",44
2010-08-14,"Morgan Phone","alp",40.5
2010-08-14,"Morgan Phone","grn",12.5
2010-08-14,"Morgan Phone","oth",3
2010-08-14,"Newspoll","tpp",52
2010-08-14,"Newspoll","lnp",41
2010-08-14,"Newspoll","alp",38
2010-08-14,"Newspoll","grn",14
2010-08-14,"Newspoll","oth",7
2010-08-15,"F2F Morgan","tpp",52
2010-08-15,"F2F Morgan","lnp",43
2010-08-15,"F2F Morgan","alp",40
2010-08-15,"F2F Morgan","grn",13.5
2010-08-15,"F2F Morgan","oth",3.5
2010-08-16,"Essential","tpp",51
2010-08-16,"Essential","lnp",38
2010-08-16,"Essential","alp",43
2010-08-16,"Essential","grn",12
2010-08-16,"Essential","oth",7
2010-08-17,"Galaxy","tpp",52
2010-08-17,"Galaxy","lnp",41
2010-08-17,"Galaxy","alp",38
2010-08-17,"Galaxy","grn",14
2010-08-17,"Galaxy","oth",7
2010-08-18,"Newspoll","tpp",50.2
2010-08-18,"Newspoll","lnp",43.6
2010-08-18,"Newspoll","alp",36.2
2010-08-18,"Newspoll","grn",11.8
2010-08-18,"Newspoll","oth",6.6
2010-08-17,"Nielsen","tpp",52
2010-08-17,"Nielsen","lnp",41.5
2010-08-17,"Nielsen","alp",39
2010-08-17,"Nielsen","grn",13
2010-08-17,"Nielsen","oth",6.5
2010-08-19,"Morgan Phone","tpp",51
2010-08-19,"Morgan Phone","lnp",42
2010-08-19,"Morgan Phone","alp",38
2010-08-19,"Morgan Phone","grn",13
2010-08-19,"Morgan Phone","oth",7
2010-08-23,"SMS Morgan","tpp",50.5
2010-08-23,"SMS Morgan","lnp",44.5
2010-08-23,"SMS Morgan","alp",40.5
2010-08-23,"SMS Morgan","grn",10
2010-08-23,"SMS Morgan","oth",5
2010-08-26,"Morgan Phone","tpp",51
2010-08-26,"Morgan Phone","lnp",40
2010-08-26,"Morgan Phone","alp",36
2010-08-26,"Morgan Phone","grn",13
2010-08-26,"Morgan Phone","oth",11
2010-09-01,"F2F Morgan","tpp",54.5
2010-09-01,"F2F Morgan","lnp",39.5
2010-09-01,"F2F Morgan","alp",40.5
2010-09-01,"F2F Morgan","grn",15
2010-09-01,"F2F Morgan","oth",5
2010-09-05,"Essential","tpp",50
2010-09-05,"Essential","lnp",44
2010-09-05,"Essential","alp",39
2010-09-05,"Essential","grn",10
2010-09-05,"Essential","oth",6
2010-09-09,"SMS Morgan","tpp",50
2010-09-09,"SMS Morgan","lnp",45
2010-09-09,"SMS Morgan","alp",39.5
2010-09-09,"SMS Morgan","grn",10.5
2010-09-09,"SMS Morgan","oth",5
2010-09-11,"Newspoll","tpp",50
2010-09-11,"Newspoll","lnp",41
2010-09-11,"Newspoll","alp",34
2010-09-11,"Newspoll","grn",14
2010-09-11,"Newspoll","oth",11
2010-09-16,"Morgan Phone","tpp",50.5
2010-09-16,"Morgan Phone","lnp",42.5
2010-09-16,"Morgan Phone","alp",35.5
2010-09-16,"Morgan Phone","grn",15
2010-09-16,"Morgan Phone","oth",7
2010-09-19,"F2F Morgan","tpp",53.5
2010-09-19,"F2F Morgan","lnp",41
2010-09-19,"F2F Morgan","alp",40.5
2010-09-19,"F2F Morgan","grn",13
2010-09-19,"F2F Morgan","oth",5.5
2010-09-19,"Essential","tpp",51
2010-09-19,"Essential","lnp",43
2010-09-19,"Essential","alp",42
2010-09-19,"Essential","grn",9
2010-09-19,"Essential","oth",6
2010-10-03,"F2F Morgan","tpp",55.5
2010-10-03,"F2F Morgan","lnp",38.5
2010-10-03,"F2F Morgan","alp",44
2010-10-03,"F2F Morgan","grn",12
2010-10-03,"F2F Morgan","oth",5.5
2010-10-03,"Essential","tpp",50
2010-10-03,"Essential","lnp",44
2010-10-03,"Essential","alp",41
2010-10-03,"Essential","grn",8
2010-10-03,"Essential","oth",7
2010-10-09,"Newspoll","tpp",50
2010-10-09,"Newspoll","lnp",42
2010-10-09,"Newspoll","alp",35
2010-10-09,"Newspoll","grn",14
2010-10-09,"Newspoll","oth",9
2010-10-13,"F2F Morgan","tpp",54
2010-10-13,"F2F Morgan","lnp",40.5
2010-10-13,"F2F Morgan","alp",43
2010-10-13,"F2F Morgan","grn",10.5
2010-10-13,"F2F Morgan","oth",6
2010-10-17,"Essential","tpp",50
2010-10-17,"Essential","lnp",44
2010-10-17,"Essential","alp",41
2010-10-17,"Essential","grn",8
2010-10-17,"Essential","oth",7
2010-10-22,"Nielsen","tpp",49
2010-10-22,"Nielsen","lnp",43
2010-10-22,"Nielsen","alp",34
2010-10-22,"Nielsen","grn",14
2010-10-22,"Nielsen","oth",8
2010-10-23,"Newspoll","tpp",48
2010-10-23,"Newspoll","lnp",43
2010-10-23,"Newspoll","alp",33
2010-10-23,"Newspoll","grn",14
2010-10-23,"Newspoll","oth",10
2010-10-27,"F2F Morgan","tpp",54
2010-10-27,"F2F Morgan","lnp",40
2010-10-27,"F2F Morgan","alp",41
2010-10-27,"F2F Morgan","grn",12
2010-10-27,"F2F Morgan","oth",7
2010-10-31,"Essential","tpp",49
2010-10-31,"Essential","lnp",46
2010-10-31,"Essential","alp",39
2010-10-31,"Essential","grn",8
2010-10-31,"Essential","oth",7
2010-11-27,"F2F Morgan","tpp",54
2010-11-27,"F2F Morgan","lnp",40.5
2010-11-27,"F2F Morgan","alp",43
2010-11-27,"F2F Morgan","grn",10.5
2010-11-27,"F2F Morgan","oth",6
2010-11-06,"Newspoll","tpp",48
2010-11-06,"Newspoll","lnp",43
2010-11-06,"Newspoll","alp",34
2010-11-06,"Newspoll","grn",13
2010-11-06,"Newspoll","oth",10
2010-11-10,"F2F Morgan","tpp",54
2010-11-10,"F2F Morgan","lnp",40
2010-11-10,"F2F Morgan","alp",41
2010-11-10,"F2F Morgan","grn",12
2010-11-10,"F2F Morgan","oth",7
2010-11-14,"Essential","tpp",49
2010-11-14,"Essential","lnp",45
2010-11-14,"Essential","alp",38
2010-11-14,"Essential","grn",10
2010-11-14,"Essential","oth",8
2010-11-19,"Nielsen","tpp",49
2010-11-19,"Nielsen","lnp",43
2010-11-19,"Nielsen","alp",35
2010-11-19,"Nielsen","grn",13
2010-11-19,"Nielsen","oth",8
2010-11-20,"Newspoll","tpp",52
2010-11-20,"Newspoll","lnp",39
2010-11-20,"Newspoll","alp",36
2010-11-20,"Newspoll","grn",14
2010-11-20,"Newspoll","oth",11
2010-11-24,"F2F Morgan","tpp",52.5
2010-11-24,"F2F Morgan","lnp",42
2010-11-24,"F2F Morgan","alp",40.5
2010-11-24,"F2F Morgan","grn",12
2010-11-24,"F2F Morgan","oth",5.5
2010-11-28,"Essential","tpp",49
2010-11-28,"Essential","lnp",45
2010-11-28,"Essential","alp",38
2010-11-28,"Essential","grn",11
2010-11-28,"Essential","oth",6
2010-12-04,"Newspoll","tpp",50
2010-12-04,"Newspoll","lnp",41
2010-12-04,"Newspoll","alp",34
2010-12-04,"Newspoll","grn",14
2010-12-04,"Newspoll","oth",11
2010-12-05,"F2F Morgan","tpp",53
2010-12-05,"F2F Morgan","lnp",40.5
2010-12-05,"F2F Morgan","alp",40.5
2010-12-05,"F2F Morgan","grn",13.5
2010-12-05,"F2F Morgan","oth",5.5
2010-12-10,"Morgan Phone","tpp",45.5
2010-12-10,"Morgan Phone","lnp",46
2010-12-10,"Morgan Phone","alp",31
2010-12-10,"Morgan Phone","grn",13.5
2010-12-10,"Morgan Phone","oth",9.5
2010-12-12,"F2F Morgan","tpp",50
2010-12-12,"F2F Morgan","lnp",43
2010-12-12,"F2F Morgan","alp",38
2010-12-12,"F2F Morgan","grn",13.5
2010-12-12,"F2F Morgan","oth",5.5
2010-12-12,"Essential","tpp",48
2010-12-12,"Essential","lnp",46
2010-12-12,"Essential","alp",38
2010-12-12,"Essential","grn",10
2010-12-12,"Essential","oth",7
2011-01-09,"F2F Morgan","tpp",50.5
2011-01-09,"F2F Morgan","lnp",44
2011-01-09,"F2F Morgan","alp",38.5
2011-01-09,"F2F Morgan","grn",13
2011-01-09,"F2F Morgan","oth",4.5
2011-01-18,"Essential","tpp",49
2011-01-18,"Essential","lnp",37
2011-01-18,"Essential","alp",45
2011-01-18,"Essential","grn",11
2011-01-18,"Essential","oth",7
2011-01-19,"F2F Morgan","tpp",52.5
2011-01-19,"F2F Morgan","lnp",41.5
2011-01-19,"F2F Morgan","alp",40.5
2011-01-19,"F2F Morgan","grn",11.5
2011-01-19,"F2F Morgan","oth",6.5
2011-02-01,"Essential","tpp",49
2011-02-01,"Essential","lnp",46
2011-02-01,"Essential","alp",38
2011-02-01,"Essential","grn",10
2011-02-01,"Essential","oth",7
2011-02-02,"Morgan Phone","tpp",49
2011-02-02,"Morgan Phone","lnp",42.5
2011-02-02,"Morgan Phone","alp",35
2011-02-02,"Morgan Phone","grn",12
2011-02-02,"Morgan Phone","oth",10.5
2011-02-04,"F2F Morgan","tpp",51.5
2011-02-04,"F2F Morgan","lnp",43
2011-02-04,"F2F Morgan","alp",39
2011-02-04,"F2F Morgan","grn",12.5
2011-02-04,"F2F Morgan","oth",5.5
2011-02-05,"Newspoll","tpp",48
2011-02-05,"Newspoll","lnp",44
2011-02-05,"Newspoll","alp",32
2011-02-05,"Newspoll","grn",14
2011-02-05,"Newspoll","oth",10
2011-02-11,"Nielsen","tpp",46
2011-02-11,"Nielsen","lnp",46
2011-02-11,"Nielsen","alp",32
2011-02-11,"Nielsen","grn",12
2011-02-11,"Nielsen","oth",9
2011-02-15,"Essential","tpp",49
2011-02-15,"Essential","lnp",43
2011-02-15,"Essential","alp",39
2011-02-15,"Essential","grn",11
2011-02-15,"Essential","oth",7
2011-02-16,"F2F Morgan","tpp",51
2011-02-16,"F2F Morgan","lnp",43
2011-02-16,"F2F Morgan","alp",39.5
2011-02-16,"F2F Morgan","grn",11.5
2011-02-16,"F2F Morgan","oth",6
2011-02-19,"Newspoll","tpp",50
2011-02-19,"Newspoll","lnp",41
2011-02-19,"Newspoll","alp",36
2011-02-19,"Newspoll","grn",13
2011-02-19,"Newspoll","oth",10
2011-02-22,"Morgan Phone","tpp",47
2011-02-22,"Morgan Phone","lnp",45.5
2011-02-22,"Morgan Phone","alp",36
2011-02-22,"Morgan Phone","grn",9.5
2011-02-22,"Morgan Phone","oth",9
2011-02-27,"F2F Morgan","tpp",53.5
2011-02-27,"F2F Morgan","lnp",41
2011-02-27,"F2F Morgan","alp",41
2011-02-27,"F2F Morgan","grn",11.5
2011-02-27,"F2F Morgan","oth",6.5
2011-03-01,"Essential","tpp",47
2011-03-01,"Essential","lnp",47
2011-03-01,"Essential","alp",36
2011-03-01,"Essential","grn",10
2011-03-01,"Essential","oth",7
2011-03-05,"Newspoll","tpp",46
2011-03-05,"Newspoll","lnp",45
2011-03-05,"Newspoll","alp",30
2011-03-05,"Newspoll","grn",15
2011-03-05,"Newspoll","oth",10
2011-03-06,"F2F Morgan","tpp",48
2011-03-06,"F2F Morgan","lnp",46.5
2011-03-06,"F2F Morgan","alp",37
2011-03-06,"F2F Morgan","grn",9.5
2011-03-06,"F2F Morgan","oth",7
2011-03-09,"Morgan Phone","tpp",44
2011-03-09,"Morgan Phone","lnp",47.5
2011-03-09,"Morgan Phone","alp",31.5
2011-03-09,"Morgan Phone","grn",10
2011-03-09,"Morgan Phone","oth",11
2011-03-11,"Nielsen","tpp",46
2011-03-11,"Nielsen","lnp",45
2011-03-11,"Nielsen","alp",33
2011-03-11,"Nielsen","grn",12
2011-03-11,"Nielsen","oth",10
2011-03-13,"F2F Morgan","tpp",49.5
2011-03-13,"F2F Morgan","lnp",44.5
2011-03-13,"F2F Morgan","alp",38
2011-03-13,"F2F Morgan","grn",11.5
2011-03-13,"F2F Morgan","oth",6
2011-03-15,"Essential","tpp",47
2011-03-15,"Essential","lnp",46
2011-03-15,"Essential","alp",36
2011-03-15,"Essential","grn",10
2011-03-15,"Essential","oth",8
2011-03-17,"Morgan Phone","tpp",49
2011-03-17,"Morgan Phone","lnp",42.5
2011-03-17,"Morgan Phone","alp",35.5
2011-03-17,"Morgan Phone","grn",12
2011-03-17,"Morgan Phone","oth",10
2011-03-19,"Newspoll","tpp",51
2011-03-19,"Newspoll","lnp",40
2011-03-19,"Newspoll","alp",36
2011-03-19,"Newspoll","grn",12
2011-03-19,"Newspoll","oth",12
2011-03-20,"F2F Morgan","tpp",52.5
2011-03-20,"F2F Morgan","lnp",40
2011-03-20,"F2F Morgan","alp",39.5
2011-03-20,"F2F Morgan","grn",12.5
2011-03-20,"F2F Morgan","oth",8
2011-03-23,"Morgan Phone","tpp",46
2011-03-23,"Morgan Phone","lnp",47
2011-03-23,"Morgan Phone","alp",34.5
2011-03-23,"Morgan Phone","grn",10
2011-03-23,"Morgan Phone","oth",8.5
2011-03-27,"F2F Morgan","tpp",47
2011-03-27,"F2F Morgan","lnp",47
2011-03-27,"F2F Morgan","alp",35.5
2011-03-27,"F2F Morgan","grn",11.5
2011-03-27,"F2F Morgan","oth",6
2011-03-29,"Essential","tpp",47
2011-03-29,"Essential","lnp",46
2011-03-29,"Essential","alp",36
2011-03-29,"Essential","grn",10
2011-03-29,"Essential","oth",8
2011-04-02,"Newspoll","tpp",45
2011-04-02,"Newspoll","lnp",45
2011-04-02,"Newspoll","alp",32
2011-04-02,"Newspoll","grn",12
2011-04-02,"Newspoll","oth",12
2011-04-03,"F2F Morgan","tpp",46.5
2011-04-03,"F2F Morgan","lnp",48
2011-04-03,"F2F Morgan","alp",36.5
2011-04-03,"F2F Morgan","grn",9.5
2011-04-03,"F2F Morgan","oth",6
2011-04-12,"Essential","tpp",46
2011-04-12,"Essential","lnp",47
2011-04-12,"Essential","alp",35
2011-04-12,"Essential","grn",11
2011-04-12,"Essential","oth",8
2011-04-15,"Nielsen","tpp",44
2011-04-15,"Nielsen","lnp",47
2011-04-15,"Nielsen","alp",31
2011-04-15,"Nielsen","grn",12
2011-04-15,"Nielsen","oth",11
2011-04-13,"F2F Morgan","tpp",47
2011-04-13,"F2F Morgan","lnp",46
2011-04-13,"F2F Morgan","alp",35
2011-04-13,"F2F Morgan","grn",11.5
2011-04-13,"F2F Morgan","oth",7.5
2011-04-26,"Essential","tpp",46
2011-04-26,"Essential","lnp",47
2011-04-26,"Essential","alp",35
2011-04-26,"Essential","grn",9
2011-04-26,"Essential","oth",9
2011-04-27,"F2F Morgan","tpp",48
2011-04-27,"F2F Morgan","lnp",46
2011-04-27,"F2F Morgan","alp",37
2011-04-27,"F2F Morgan","grn",10.5
2011-04-27,"F2F Morgan","oth",6.5
2011-04-30,"Newspoll","tpp",47
2011-04-30,"Newspoll","lnp",44
2011-04-30,"Newspoll","alp",33
2011-04-30,"Newspoll","grn",12
2011-04-30,"Newspoll","oth",11
2011-05-04,"Morgan Phone","tpp",46.5
2011-05-04,"Morgan Phone","lnp",46
2011-05-04,"Morgan Phone","alp",34
2011-05-04,"Morgan Phone","grn",11
2011-05-04,"Morgan Phone","oth",9
2011-05-08,"F2F Morgan","tpp",45.5
2011-05-08,"F2F Morgan","lnp",48
2011-05-08,"F2F Morgan","alp",34
2011-05-08,"F2F Morgan","grn",11
2011-05-08,"F2F Morgan","oth",7
2011-05-10,"Essential","tpp",48
2011-05-10,"Essential","lnp",46
2011-05-10,"Essential","alp",36
2011-05-10,"Essential","grn",11
2011-05-10,"Essential","oth",7
2011-05-13,"Nielsen","tpp",44
2011-05-13,"Nielsen","lnp",47
2011-05-13,"Nielsen","alp",31
2011-05-13,"Nielsen","grn",10
2011-05-13,"Nielsen","oth",13
2011-05-14,"Newspoll","tpp",46
2011-05-14,"Newspoll","lnp",46
2011-05-14,"Newspoll","alp",33
2011-05-14,"Newspoll","grn",10
2011-05-14,"Newspoll","oth",11
2011-05-15,"F2F Morgan","tpp",48.5
2011-05-15,"F2F Morgan","lnp",44.5
2011-05-15,"F2F Morgan","alp",36
2011-05-15,"F2F Morgan","grn",13
2011-05-15,"F2F Morgan","oth",6.5
2011-05-24,"Essential","tpp",46
2011-05-24,"Essential","lnp",47
2011-05-24,"Essential","alp",34
2011-05-24,"Essential","grn",12
2011-05-24,"Essential","oth",8
2011-05-25,"F2F Morgan","tpp",48.5
2011-05-25,"F2F Morgan","lnp",45.5
2011-05-25,"F2F Morgan","alp",36
2011-05-25,"F2F Morgan","grn",12
2011-05-25,"F2F Morgan","oth",6.5
2011-05-28,"Newspoll","tpp",48
2011-05-28,"Newspoll","lnp",44
2011-05-28,"Newspoll","alp",34
2011-05-28,"Newspoll","grn",14
2011-05-28,"Newspoll","oth",8
2011-06-01,"Morgan Phone","tpp",42
2011-06-01,"Morgan Phone","lnp",50
2011-06-01,"Morgan Phone","alp",30
2011-06-01,"Morgan Phone","grn",9.5
2011-06-01,"Morgan Phone","oth",10.5
2011-06-05,"F2F Morgan","tpp",46
2011-06-05,"F2F Morgan","lnp",46.5
2011-06-05,"F2F Morgan","alp",33.5
2011-06-05,"F2F Morgan","grn",12
2011-06-05,"F2F Morgan","oth",8
2011-06-08,"Essential","tpp",46
2011-06-08,"Essential","lnp",46
2011-06-08,"Essential","alp",34
2011-06-08,"Essential","grn",12
2011-06-08,"Essential","oth",8
2011-06-11,"Newspoll","tpp",45
2011-06-11,"Newspoll","lnp",46
2011-06-11,"Newspoll","alp",31
2011-06-11,"Newspoll","grn",11
2011-06-11,"Newspoll","oth",12
2011-06-15,"Nielsen","tpp",41
2011-06-15,"Nielsen","lnp",49
2011-06-15,"Nielsen","alp",27
2011-06-15,"Nielsen","grn",12
2011-06-15,"Nielsen","oth",12
2011-06-15,"F2F Morgan","tpp",46.5
2011-06-15,"F2F Morgan","lnp",46.5
2011-06-15,"F2F Morgan","alp",35
2011-06-15,"F2F Morgan","grn",11.5
2011-06-15,"F2F Morgan","oth",7
2011-06-21,"Essential","tpp",45
2011-06-21,"Essential","lnp",48
2011-06-21,"Essential","alp",32
2011-06-21,"Essential","grn",11
2011-06-21,"Essential","oth",9
2011-06-25,"Newspoll","tpp",45
2011-06-25,"Newspoll","lnp",46
2011-06-25,"Newspoll","alp",30
2011-06-25,"Newspoll","grn",11
2011-06-25,"Newspoll","oth",13
2011-06-19,"F2F Morgan","tpp",43.5
2011-06-19,"F2F Morgan","lnp",49
2011-06-19,"F2F Morgan","alp",31.5
2011-06-19,"F2F Morgan","grn",11.5
2011-06-19,"F2F Morgan","oth",8
2011-07-05,"Essential","tpp",43
2011-07-05,"Essential","lnp",50
2011-07-05,"Essential","alp",30
2011-07-05,"Essential","grn",11
2011-07-05,"Essential","oth",9
2011-07-09,"Newspoll","tpp",42
2011-07-09,"Newspoll","lnp",49
2011-07-09,"Newspoll","alp",27
2011-07-09,"Newspoll","grn",12
2011-07-09,"Newspoll","oth",12
2011-07-10,"F2F Morgan","tpp",45.5
2011-07-10,"F2F Morgan","lnp",48
2011-07-10,"F2F Morgan","alp",33.5
2011-07-10,"F2F Morgan","grn",11.5
2011-07-10,"F2F Morgan","oth",7
2011-07-14,"Morgan Phone","tpp",40
2011-07-14,"Morgan Phone","lnp",52.5
2011-07-14,"Morgan Phone","alp",27.5
2011-07-14,"Morgan Phone","grn",10.5
2011-07-14,"Morgan Phone","oth",9.5
2011-07-15,"Nielsen","tpp",39
2011-07-15,"Nielsen","lnp",51
2011-07-15,"Nielsen","alp",26
2011-07-15,"Nielsen","grn",11
2011-07-15,"Nielsen","oth",15
2011-07-19,"Essential","tpp",45
2011-07-19,"Essential","lnp",48
2011-07-19,"Essential","alp",32
2011-07-19,"Essential","grn",11
2011-07-19,"Essential","oth",9
2011-07-20,"F2F Morgan","tpp",47
2011-07-20,"F2F Morgan","lnp",47
2011-07-20,"F2F Morgan","alp",34.5
2011-07-20,"F2F Morgan","grn",12
2011-07-20,"F2F Morgan","oth",6.5
2011-07-23,"Newspoll","tpp",44
2011-07-23,"Newspoll","lnp",47
2011-07-23,"Newspoll","alp",29
2011-07-23,"Newspoll","grn",13
2011-07-23,"Newspoll","oth",11
2011-08-02,"Essential","tpp",43
2011-08-02,"Essential","lnp",50
2011-08-02,"Essential","alp",31
2011-08-02,"Essential","grn",10
2011-08-02,"Essential","oth",9
2011-08-03,"Galaxy","tpp",44
2011-08-03,"Galaxy","lnp",48
2011-08-03,"Galaxy","alp",31
2011-08-03,"Galaxy","grn",13
2011-08-03,"Galaxy","oth",8
2011-08-03,"F2F Morgan","tpp",46.5
2011-08-03,"F2F Morgan","lnp",47.5
2011-08-03,"F2F Morgan","alp",34.5
2011-08-03,"F2F Morgan","grn",12
2011-08-03,"F2F Morgan","oth",6
2011-08-06,"Newspoll","tpp",44
2011-08-06,"Newspoll","lnp",47
2011-08-06,"Newspoll","alp",29
2011-08-06,"Newspoll","grn",12
2011-08-06,"Newspoll","oth",12
2011-08-10,"Morgan Phone","tpp",43
2011-08-10,"Morgan Phone","lnp",49
2011-08-10,"Morgan Phone","alp",29.5
2011-08-10,"Morgan Phone","grn",12
2011-08-10,"Morgan Phone","oth",9.5
2011-08-12,"Nielsen","tpp",42
2011-08-12,"Nielsen","lnp",48
2011-08-12,"Nielsen","alp",28
2011-08-12,"Nielsen","grn",12
2011-08-12,"Nielsen","oth",11
2011-08-16,"Essential","tpp",44
2011-08-16,"Essential","lnp",50
2011-08-16,"Essential","alp",32
2011-08-16,"Essential","grn",10
2011-08-16,"Essential","oth",8
2011-08-17,"F2F Morgan","tpp",44.5
2011-08-17,"F2F Morgan","lnp",49.5
2011-08-17,"F2F Morgan","alp",32.5
2011-08-17,"F2F Morgan","grn",11
2011-08-17,"F2F Morgan","oth",7
2011-08-20,"Newspoll","tpp",43
2011-08-20,"Newspoll","lnp",47
2011-08-20,"Newspoll","alp",27
2011-08-20,"Newspoll","grn",14
2011-08-20,"Newspoll","oth",12
2011-08-30,"Essential","tpp",43
2011-08-30,"Essential","lnp",49
2011-08-30,"Essential","alp",30
2011-08-30,"Essential","grn",11
2011-08-30,"Essential","oth",10
2011-08-31,"F2F Morgan","tpp",45.5
2011-08-31,"F2F Morgan","lnp",46.5
2011-08-31,"F2F Morgan","alp",32.5
2011-08-31,"F2F Morgan","grn",12.5
2011-08-31,"F2F Morgan","oth",8.5
2011-09-03,"Newspoll","tpp",41
2011-09-03,"Newspoll","lnp",50
2011-09-03,"Newspoll","alp",27
2011-09-03,"Newspoll","grn",12
2011-09-03,"Newspoll","oth",11
2011-09-09,"Nielsen","tpp",42
2011-09-09,"Nielsen","lnp",48
2011-09-09,"Nielsen","alp",27
2011-09-09,"Nielsen","grn",13
2011-09-09,"Nielsen","oth",12
2011-09-13,"Essential","tpp",44
2011-09-13,"Essential","lnp",49
2011-09-13,"Essential","alp",32
2011-09-13,"Essential","grn",10
2011-09-13,"Essential","oth",9
2011-09-14,"F2F Morgan","tpp",44.5
2011-09-14,"F2F Morgan","lnp",46.5
2011-09-14,"F2F Morgan","alp",35.5
2011-09-14,"F2F Morgan","grn",10
2011-09-14,"F2F Morgan","oth",8
2011-09-17,"Newspoll","tpp",42
2011-09-17,"Newspoll","lnp",48
2011-09-17,"Newspoll","alp",26
2011-09-17,"Newspoll","grn",13
2011-09-17,"Newspoll","oth",13
2011-09-27,"Essential","tpp",45
2011-09-27,"Essential","lnp",48
2011-09-27,"Essential","alp",33
2011-09-27,"Essential","grn",11
2011-09-27,"Essential","oth",9
2011-09-28,"F2F Morgan","tpp",46.5
2011-09-28,"F2F Morgan","lnp",46.5
2011-09-28,"F2F Morgan","alp",35.5
2011-09-28,"F2F Morgan","grn",10
2011-09-28,"F2F Morgan","oth",8
2011-10-08,"Newspoll","tpp",43
2011-10-08,"Newspoll","lnp",49
2011-10-08,"Newspoll","alp",29
2011-10-08,"Newspoll","grn",12
2011-10-08,"Newspoll","oth",10
2011-10-09,"F2F Morgan","tpp",50
2011-10-09,"F2F Morgan","lnp",43.5
2011-10-09,"F2F Morgan","alp",38.5
2011-10-09,"F2F Morgan","grn",11
2011-10-09,"F2F Morgan","oth",7
2011-10-11,"Essential","tpp",45
2011-10-11,"Essential","lnp",48
2011-10-11,"Essential","alp",33
2011-10-11,"Essential","grn",11
2011-10-11,"Essential","oth",8
2011-10-14,"Nielsen","tpp",43
2011-10-14,"Nielsen","lnp",48
2011-10-14,"Nielsen","alp",30
2011-10-14,"Nielsen","grn",12
2011-10-14,"Nielsen","oth",10
2011-10-15,"Galaxy","tpp",42
2011-10-15,"Galaxy","lnp",51
2011-10-15,"Galaxy","alp",29
2011-10-15,"Galaxy","grn",12
