"date","pollster","party","poll"
2021-05-14,"ResolvePM","grn",12
2021-05-14,"ResolvePM","oth",14
2021-06-04,"Newspoll2","tpp",50
2021-06-04,"Newspoll2","lnp",41
2021-06-04,"Newspoll2","alp",36
2021-06-04,"Newspoll2","grn",11
2021-06-04,"Newspoll2","oth",12
2021-06-02,"Morgan multi-mode","tpp",51
2021-06-02,"Morgan multi-mode","lnp",40
2021-06-02,"Morgan multi-mode","alp",35.5
2021-06-02,"Morgan multi-mode","grn",11.5
2021-06-02,"Morgan multi-mode","oth",13
2021-06-11,"ResolvePM","lnp",40
2021-06-11,"ResolvePM","alp",36
2021-06-11,"ResolvePM","grn",10
2021-06-11,"ResolvePM","oth",15
2021-06-16,"Morgan multi-mode","tpp",50.5
2021-06-16,"Morgan multi-mode","lnp",41.5
2021-06-16,"Morgan multi-mode","alp",34.5
2021-06-16,"Morgan multi-mode","grn",12
2021-06-16,"Morgan multi-mode","oth",12
2021-06-25,"Newspoll2","tpp",51
2021-06-25,"Newspoll2","lnp",41
2021-06-25,"Newspoll2","alp",37
2021-06-25,"Newspoll2","grn",11
2021-06-25,"Newspoll2","oth",11
2021-07-16,"Newspoll2","tpp",53
2021-07-16,"Newspoll2","lnp",39
2021-07-16,"Newspoll2","alp",39
2021-07-16,"Newspoll2","grn",10
2021-07-16,"Newspoll2","oth",12
2021-07-15,"ResolvePM","lnp",38
2021-07-15,"ResolvePM","alp",35
2021-07-15,"ResolvePM","grn",12
2021-07-15,"ResolvePM","oth",16
2021-02-12,"Essential","tpp",50
2021-02-12,"Essential","lnp",41.93548387
2021-02-12,"Essential","alp",37.6344086
2021-02-12,"Essential","grn",8.602150538
2021-02-12,"Essential","oth",11.827956989
2021-02-26,"Essential","tpp",51.61290323
2021-02-26,"Essential","lnp",40.2173913
2021-02-26,"Essential","alp",36.95652174
2021-02-26,"Essential","grn",9.782608696
2021-02-26,"Essential","oth",13.04347826
2021-03-12,"Essential","tpp",50
2021-03-12,"Essential","lnp",41.30434783
2021-03-12,"Essential","alp",36.95652174
2021-03-12,"Essential","grn",9.782608696
2021-03-12,"Essential","oth",11.956521738
2021-03-26,"Essential","tpp",50.53763441
2021-03-26,"Essential","lnp",41.93548387
2021-03-26,"Essential","alp",38.70967742
2021-03-26,"Essential","grn",8.602150538
2021-03-26,"Essential","oth",10.752688172
2021-04-09,"Essential","tpp",51.61290323
2021-04-09,"Essential","lnp",39.78494624
2021-04-09,"Essential","alp",38.70967742
2021-04-09,"Essential","grn",10.75268817
2021-04-09,"Essential","oth",10.752688172
2021-04-23,"Essential","tpp",50
2021-04-23,"Essential","lnp",41.93548387
2021-04-23,"Essential","alp",36.55913978
2021-04-23,"Essential","grn",10.75268817
2021-04-23,"Essential","oth",10.752688172
2021-05-07,"Essential","tpp",52.17391304
2021-05-07,"Essential","lnp",41.75824176
2021-05-07,"Essential","alp",39.56043956
2021-05-07,"Essential","grn",9.89010989
2021-05-07,"Essential","oth",8.791208792
2021-05-21,"Essential","tpp",52.17391304
2021-05-21,"Essential","lnp",40.65934066
2021-05-21,"Essential","alp",38.46153846
2021-05-21,"Essential","grn",10.98901099
2021-05-21,"Essential","oth",9.890109891
2021-06-04,"Essential","tpp",52.17391304
2021-06-04,"Essential","lnp",40.86021505
2021-06-04,"Essential","alp",37.6344086
2021-06-04,"Essential","grn",10.75268817
2021-06-04,"Essential","oth",10.752688172
2021-06-18,"Essential","tpp",51.08695652
2021-06-18,"Essential","lnp",40.86021505
2021-06-18,"Essential","alp",38.70967742
2021-06-18,"Essential","grn",10.75268817
2021-06-18,"Essential","oth",9.677419355
2021-07-02,"Essential","tpp",52.17391304
2021-07-02,"Essential","lnp",40.65934066
2021-07-02,"Essential","alp",39.56043956
2021-07-02,"Essential","grn",8.791208791
2021-07-02,"Essential","oth",10.98901099
2021-07-16,"Essential","tpp",51.08695652
2021-07-16,"Essential","lnp",39.78494624
2021-07-16,"Essential","alp",38.70967742
2021-07-16,"Essential","grn",10.75268817
2021-07-16,"Essential","oth",10.752688172
2021-07-14,"Morgan multi-mode","tpp",52.5
2021-07-14,"Morgan multi-mode","lnp",39
2021-07-14,"Morgan multi-mode","alp",37
2021-07-14,"Morgan multi-mode","grn",11.5
2021-07-14,"Morgan multi-mode","oth",12.5
2021-07-28,"Morgan multi-mode","tpp",53.5
2021-07-28,"Morgan multi-mode","lnp",37
2021-07-28,"Morgan multi-mode","alp",37
2021-07-28,"Morgan multi-mode","grn",12.5
2021-07-28,"Morgan multi-mode","oth",13.5
2021-08-06,"Newspoll2","tpp",53
2021-08-06,"Newspoll2","lnp",39
2021-08-06,"Newspoll2","alp",39
2021-08-06,"Newspoll2","grn",11
2021-08-06,"Newspoll2","oth",11
2021-08-11,"Morgan multi-mode","tpp",54
2021-08-11,"Morgan multi-mode","lnp",37.5
2021-08-11,"Morgan multi-mode","alp",37.5
2021-08-11,"Morgan multi-mode","grn",12.5
2021-08-11,"Morgan multi-mode","oth",12.5
2021-08-19,"ResolvePM","lnp",40
2021-08-19,"ResolvePM","alp",32
2021-08-19,"ResolvePM","grn",12
2021-08-19,"ResolvePM","oth",15
2021-08-27,"Newspoll2","tpp",54
2021-08-27,"Newspoll2","lnp",36
2021-08-27,"Newspoll2","alp",40
2021-08-27,"Newspoll2","grn",10
2021-08-27,"Newspoll2","oth",14
2021-08-25,"Morgan multi-mode","tpp",54.5
2021-08-25,"Morgan multi-mode","lnp",37.5
2021-08-25,"Morgan multi-mode","alp",38.5
2021-08-25,"Morgan multi-mode","grn",11.5
2021-08-25,"Morgan multi-mode","oth",12.5
2021-09-08,"Morgan multi-mode","tpp",52.5
2021-09-08,"Morgan multi-mode","lnp",38.5
2021-09-08,"Morgan multi-mode","alp",35
2021-09-08,"Morgan multi-mode","grn",13
2021-09-08,"Morgan multi-mode","oth",13.5
2021-09-17,"Newspoll2","tpp",53
2021-09-17,"Newspoll2","lnp",37
2021-09-17,"Newspoll2","alp",38
2021-09-17,"Newspoll2","grn",10
2021-09-17,"Newspoll2","oth",15
2021-09-16,"ResolvePM","lnp",39
2021-09-16,"ResolvePM","alp",31
2021-09-16,"ResolvePM","grn",10
2021-09-16,"ResolvePM","oth",20
2021-09-22,"Morgan multi-mode","tpp",54
2021-09-22,"Morgan multi-mode","lnp",36
2021-09-22,"Morgan multi-mode","alp",36
2021-09-22,"Morgan multi-mode","grn",12.5
2021-09-22,"Morgan multi-mode","oth",15.5
2021-10-01,"Newspoll2","tpp",53
2021-10-01,"Newspoll2","lnp",37
2021-10-01,"Newspoll2","alp",37
2021-10-01,"Newspoll2","grn",11
2021-10-01,"Newspoll2","oth",15
2021-10-06,"Morgan multi-mode","tpp",53
2021-10-06,"Morgan multi-mode","lnp",37.5
2021-10-06,"Morgan multi-mode","alp",36
2021-10-06,"Morgan multi-mode","grn",11.5
2021-10-06,"Morgan multi-mode","oth",15
2021-10-22,"Newspoll2","tpp",54
2021-10-22,"Newspoll2","lnp",35
2021-10-22,"Newspoll2","alp",38
2021-10-22,"Newspoll2","grn",11
2021-10-22,"Newspoll2","oth",16
2021-10-23,"ResolvePM","lnp",37
2021-10-23,"ResolvePM","alp",34
2021-10-23,"ResolvePM","grn",11
2021-10-23,"ResolvePM","oth",17
2021-10-20,"Morgan multi-mode","tpp",54
2021-10-20,"Morgan multi-mode","lnp",36.5
2021-10-20,"Morgan multi-mode","alp",35
2021-10-20,"Morgan multi-mode","grn",13.5
2021-10-20,"Morgan multi-mode","oth",15
2021-07-30,"Essential","tpp",51.08695652
2021-07-30,"Essential","lnp",41.30434783
2021-07-30,"Essential","alp",38.04347826
2021-07-30,"Essential","grn",9.782608696
2021-07-30,"Essential","oth",10.869565218
2021-08-13,"Essential","tpp",51.08695652
2021-08-13,"Essential","lnp",40.65934066
2021-08-13,"Essential","alp",39.56043956
2021-08-13,"Essential","grn",9.89010989
2021-08-13,"Essential","oth",9.890109891
2021-08-27,"Essential","tpp",51.61290323
2021-08-27,"Essential","lnp",40.42553191
2021-08-27,"Essential","alp",38.29787234
2021-08-27,"Essential","grn",10.63829787
2021-08-27,"Essential","oth",10.638297872
2021-09-10,"Essential","tpp",50
2021-09-10,"Essential","lnp",41.30434783
2021-09-10,"Essential","alp",36.95652174
2021-09-10,"Essential","grn",8.695652174
2021-09-10,"Essential","oth",13.043478261
2021-09-24,"Essential","tpp",51.06382979
2021-09-24,"Essential","lnp",41.30434783
2021-09-24,"Essential","alp",39.13043478
2021-09-24,"Essential","grn",9.782608696
2021-09-24,"Essential","oth",9.782608695
2021-10-08,"Essential","tpp",50.54945055
2021-10-08,"Essential","lnp",37.77777778
2021-10-08,"Essential","alp",40
2021-10-08,"Essential","grn",10
2021-10-08,"Essential","oth",12.222222222
2021-10-22,"Essential","tpp",52.68817204
2021-10-22,"Essential","lnp",39.36170213
2021-10-22,"Essential","alp",38.29787234
2021-10-22,"Essential","grn",10.63829787
2021-10-22,"Essential","oth",11.70212766
2021-11-03,"Morgan multi-mode","tpp",53.5
2021-11-03,"Morgan multi-mode","lnp",36.5
2021-11-03,"Morgan multi-mode","alp",35
2021-11-03,"Morgan multi-mode","grn",11.5
2021-11-03,"Morgan multi-mode","oth",17
2021-11-12,"Newspoll2","tpp",53
2021-11-12,"Newspoll2","lnp",37
2021-11-12,"Newspoll2","alp",38
2021-11-12,"Newspoll2","grn",11
2021-11-12,"Newspoll2","oth",14
2021-11-20,"ResolvePM","lnp",39
2021-11-20,"ResolvePM","alp",32
2021-11-20,"ResolvePM","grn",11
2021-11-20,"ResolvePM","oth",17
2021-11-05,"Essential","tpp",51.11111111
2021-11-05,"Essential","lnp",41.11111111
2021-11-05,"Essential","alp",38.88888889
2021-11-05,"Essential","grn",10
2021-11-05,"Essential","oth",9.999999999
2021-11-19,"Essential","tpp",51.61290323
2021-11-19,"Essential","lnp",39.36170213
2021-11-19,"Essential","alp",38.29787234
2021-11-19,"Essential","grn",10.63829787
2021-11-19,"Essential","oth",11.702127659
2021-11-17,"Morgan multi-mode","tpp",55.5
2021-11-17,"Morgan multi-mode","lnp",35.5
2021-11-17,"Morgan multi-mode","alp",35.5
2021-11-17,"Morgan multi-mode","grn",12
2021-11-17,"Morgan multi-mode","oth",17
2021-12-03,"Newspoll2","tpp",53
2021-12-03,"Newspoll2","lnp",36
2021-12-03,"Newspoll2","alp",38
2021-12-03,"Newspoll2","grn",10
2021-12-03,"Newspoll2","oth",16
2021-12-01,"Morgan multi-mode","tpp",56.5
2021-12-01,"Morgan multi-mode","lnp",34.5
2021-12-01,"Morgan multi-mode","alp",36
2021-12-01,"Morgan multi-mode","grn",12.5
2021-12-01,"Morgan multi-mode","oth",17
2021-12-15,"Morgan multi-mode","tpp",55.5
2021-12-15,"Morgan multi-mode","lnp",34.5
2021-12-15,"Morgan multi-mode","alp",37
2021-12-15,"Morgan multi-mode","grn",11.5
2021-12-15,"Morgan multi-mode","oth",17.5
2022-01-15,"ResolvePM","lnp",34
2022-01-15,"ResolvePM","alp",35
2022-01-15,"ResolvePM","grn",11
2022-01-15,"ResolvePM","oth",20
2022-01-10,"Morgan multi-mode","tpp",56
2022-01-10,"Morgan multi-mode","lnp",34.5
2022-01-10,"Morgan multi-mode","alp",37
2022-01-10,"Morgan multi-mode","grn",12
2022-01-10,"Morgan multi-mode","oth",16.5
2022-01-27,"Newspoll2","tpp",56
2022-01-27,"Newspoll2","lnp",34
2022-01-27,"Newspoll2","alp",41
2022-01-27,"Newspoll2","grn",11
2022-01-27,"Newspoll2","oth",14
2022-01-24,"Morgan multi-mode","tpp",56.5
2022-01-24,"Morgan multi-mode","lnp",33
2022-01-24,"Morgan multi-mode","alp",37.5
2022-01-24,"Morgan multi-mode","grn",11.5
2022-01-24,"Morgan multi-mode","oth",18
2021-12-01,"Essential","tpp",51.08695652
2021-12-01,"Essential","lnp",40.86021505
2021-12-01,"Essential","alp",37.6344086
2021-12-01,"Essential","grn",10.75268817
2021-12-01,"Essential","oth",10.752688172
2021-12-08,"Essential","tpp",52.17391304
2021-12-08,"Essential","lnp",39.56043956
2021-12-08,"Essential","alp",39.56043956
2021-12-08,"Essential","grn",9.89010989
2021-12-08,"Essential","oth",10.98901099
2022-01-19,"Essential","tpp",53.76344086
2022-01-19,"Essential","lnp",38.70967742
2022-01-19,"Essential","alp",39.78494624
2022-01-19,"Essential","grn",8.602150538
2022-01-19,"Essential","oth",12.903225807
2022-02-02,"Essential","tpp",50.53763441
2022-02-02,"Essential","lnp",40.2173913
2022-02-02,"Essential","alp",38.04347826
2022-02-02,"Essential","grn",9.782608696
2022-02-02,"Essential","oth",11.956521739
2022-02-11,"Newspoll2","tpp",55
2022-02-11,"Newspoll2","lnp",34
2022-02-11,"Newspoll2","alp",41
2022-02-11,"Newspoll2","grn",8
2022-02-11,"Newspoll2","oth",17
2022-02-07,"Morgan multi-mode","tpp",57
2022-02-07,"Morgan multi-mode","lnp",33
2022-02-07,"Morgan multi-mode","alp",38.5
2022-02-07,"Morgan multi-mode","grn",11.5
2022-02-07,"Morgan multi-mode","oth",17
2022-02-16,"Essential","tpp",52.12765957
2022-02-16,"Essential","lnp",37.23404255
2022-02-16,"Essential","alp",40.42553191
2022-02-16,"Essential","grn",9.574468085
2022-02-16,"Essential","oth",12.765957447
2022-02-20,"ResolvePM","lnp",33
2022-02-20,"ResolvePM","alp",35
2022-02-20,"ResolvePM","grn",10
2022-02-20,"ResolvePM","oth",22
2022-02-25,"Newspoll2","tpp",55
2022-02-25,"Newspoll2","lnp",35
2022-02-25,"Newspoll2","alp",41
2022-02-25,"Newspoll2","grn",9
2022-02-25,"Newspoll2","oth",15
2022-02-19,"Morgan multi-mode","tpp",56.5
2022-02-19,"Morgan multi-mode","lnp",32.5
2022-02-19,"Morgan multi-mode","alp",37.5
2022-02-19,"Morgan multi-mode","grn",12.5
2022-02-19,"Morgan multi-mode","oth",17.5
2022-02-27,"Morgan multi-mode","tpp",56.5
2022-02-27,"Morgan multi-mode","lnp",34
2022-02-27,"Morgan multi-mode","alp",37.5
2022-02-27,"Morgan multi-mode","grn",11.5
2022-02-27,"Morgan multi-mode","oth",17
2022-03-02,"Essential","tpp",52.68817204
2022-03-02,"Essential","lnp",39.56043956
2022-03-02,"Essential","alp",38.46153846
2022-03-02,"Essential","grn",10.98901099
2022-03-02,"Essential","oth",10.98901099
2022-03-11,"Newspoll2","tpp",55
2022-03-11,"Newspoll2","lnp",35
2022-03-11,"Newspoll2","alp",41
2022-03-11,"Newspoll2","grn",8
2022-03-11,"Newspoll2","oth",16
2022-03-08,"Morgan multi-mode","tpp",56
2022-03-08,"Morgan multi-mode","lnp",33.5
2022-03-08,"Morgan multi-mode","alp",37
2022-03-08,"Morgan multi-mode","grn",11.5
2022-03-08,"Morgan multi-mode","oth",18.5
2022-03-17,"Morgan multi-mode","tpp",58
2022-03-17,"Morgan multi-mode","lnp",31
2022-03-17,"Morgan multi-mode","alp",37.5
2022-03-17,"Morgan multi-mode","grn",12
2022-03-17,"Morgan multi-mode","oth",19.5
2022-03-16,"Essential","tpp",52.17391304
2022-03-16,"Essential","lnp",40.2173913
2022-03-16,"Essential","alp",40.2173913
2022-03-16,"Essential","grn",9.782608696
2022-03-16,"Essential","oth",9.782608695
2021-01-16,"ANU","lnp",41.9768533
2021-01-16,"ANU","alp",35.2100928
2021-01-16,"ANU","grn",14.69085601
2021-01-16,"ANU","oth",8.122197894
2022-02-16,"ANU","lnp",34.1834024
2022-02-16,"ANU","alp",39.27319095
2022-02-16,"ANU","grn",15.396876
2022-02-16,"ANU","oth",11.14653066
2022-03-24,"Morgan multi-mode","tpp",55.5
2022-03-24,"Morgan multi-mode","lnp",33
2022-03-24,"Morgan multi-mode","alp",35.5
2022-03-24,"Morgan multi-mode","grn",12.5
2022-03-24,"Morgan multi-mode","oth",19
2022-04-01,"Newspoll2","tpp",54
2022-04-01,"Newspoll2","lnp",36
2022-04-01,"Newspoll2","alp",38
2022-04-01,"Newspoll2","grn",10
2022-04-01,"Newspoll2","oth",16
2022-04-01,"Ipsos","tpp",54.83870968
2022-04-01,"Ipsos","lnp",34.44444444
2022-04-01,"Ipsos","alp",38.88888889
2022-04-01,"Ipsos","grn",11.11111111
2022-04-01,"Ipsos","oth",15.555555555
2022-03-31,"Morgan multi-mode","tpp",57
2022-03-31,"Morgan multi-mode","lnp",33
2022-03-31,"Morgan multi-mode","alp",39.5
2022-03-31,"Morgan multi-mode","grn",11
2022-03-31,"Morgan multi-mode","oth",16.5
2022-03-30,"Essential","tpp",52.63157895
2022-03-30,"Essential","lnp",38.94736842
2022-03-30,"Essential","alp",37.89473684
2022-03-30,"Essential","grn",10.52631579
2022-03-30,"Essential","oth",12.631578948
2022-04-01,"ResolvePM","lnp",34
2022-04-01,"ResolvePM","alp",38
2022-04-01,"ResolvePM","grn",11
2022-04-01,"ResolvePM","oth",17
2022-04-08,"Newspoll2","tpp",53
2022-04-08,"Newspoll2","lnp",36
2022-04-08,"Newspoll2","alp",37
2022-04-08,"Newspoll2","grn",10
2022-04-08,"Newspoll2","oth",17
2022-04-07,"Morgan multi-mode","tpp",57
2022-04-07,"Morgan multi-mode","lnp",32.5
2022-04-07,"Morgan multi-mode","alp",36
2022-04-07,"Morgan multi-mode","grn",12.5
2022-04-07,"Morgan multi-mode","oth",19
2022-04-14,"ResolvePM","lnp",35
2022-04-14,"ResolvePM","alp",34
2022-04-14,"ResolvePM","grn",11
2022-04-14,"ResolvePM","oth",21
2022-04-16,"Newspoll2","tpp",53
2022-04-16,"Newspoll2","lnp",35
2022-04-16,"Newspoll2","alp",36
2022-04-16,"Newspoll2","grn",12
2022-04-16,"Newspoll2","oth",17
2022-04-14,"Morgan multi-mode","tpp",55
2022-04-14,"Morgan multi-mode","lnp",35.5
2022-04-14,"Morgan multi-mode","alp",35
2022-04-14,"Morgan multi-mode","grn",14
2022-04-14,"Morgan multi-mode","oth",15.5
2022-04-13,"Essential","tpp",50.53763441
2022-04-13,"Essential","lnp",39.78494624
2022-04-13,"Essential","alp",37.6344086
2022-04-13,"Essential","grn",9.677419355
2022-04-13,"Essential","oth",12.903225807
2022-04-22,"Ipsos","tpp",54.34782609
2022-04-22,"Ipsos","lnp",34.40860215
2022-04-22,"Ipsos","alp",36.55913978
2022-04-22,"Ipsos","grn",12.90322581
2022-04-22,"Ipsos","oth",16.129032259
2022-04-22,"Newspoll2","tpp",53
2022-04-22,"Newspoll2","lnp",36
2022-04-22,"Newspoll2","alp",37
2022-04-22,"Newspoll2","grn",11
2022-04-22,"Newspoll2","oth",16
2022-04-21,"Morgan multi-mode","tpp",54.5
2022-04-21,"Morgan multi-mode","lnp",35.5
2022-04-21,"Morgan multi-mode","alp",35
2022-04-21,"Morgan multi-mode","grn",12
2022-04-21,"Morgan multi-mode","oth",17.5
2022-04-28,"ResolvePM","tpp",54
2022-04-28,"ResolvePM","lnp",33
2022-04-28,"ResolvePM","alp",34
2022-04-28,"ResolvePM","grn",15
2022-04-28,"ResolvePM","oth",18
2022-04-29,"Newspoll2","tpp",53
2022-04-29,"Newspoll2","lnp",36
2022-04-29,"Newspoll2","alp",38
2022-04-29,"Newspoll2","grn",11
2022-04-29,"Newspoll2","oth",15
2022-04-28,"Morgan multi-mode","tpp",55.5
2022-04-28,"Morgan multi-mode","lnp",35
2022-04-28,"Morgan multi-mode","alp",35
2022-04-28,"Morgan multi-mode","grn",13
2022-04-28,"Morgan multi-mode","oth",17
2022-04-27,"Essential","tpp",52.12765957
2022-04-27,"Essential","lnp",38.70967742
2022-04-27,"Essential","alp",37.6344086
2022-04-27,"Essential","grn",10.75268817
2022-04-27,"Essential","oth",12.903225807
2022-05-06,"Ipsos","tpp",56.52173913
2022-05-06,"Ipsos","lnp",31.1827957
2022-05-06,"Ipsos","alp",37.6344086
2022-05-06,"Ipsos","grn",12.90322581
2022-05-06,"Ipsos","oth",18.279569891
2022-05-06,"Newspoll2","tpp",54
2022-05-06,"Newspoll2","lnp",35
2022-05-06,"Newspoll2","alp",39
2022-05-06,"Newspoll2","grn",11
2022-05-06,"Newspoll2","oth",15
2022-05-05,"Morgan multi-mode","tpp",54.5
2022-05-05,"Morgan multi-mode","lnp",34
2022-05-05,"Morgan multi-mode","alp",35.5
2022-05-05,"Morgan multi-mode","grn",13
2022-05-05,"Morgan multi-mode","oth",17.5
2022-05-12,"Newspoll2","tpp",54
2022-05-12,"Newspoll2","lnp",35
2022-05-12,"Newspoll2","alp",38
2022-05-12,"Newspoll2","grn",11
2022-05-12,"Newspoll2","oth",16
2022-05-12,"Morgan multi-mode","tpp",53
2022-05-12,"Morgan multi-mode","lnp",34
2022-05-12,"Morgan multi-mode","alp",34
2022-05-12,"Morgan multi-mode","grn",13
2022-05-12,"Morgan multi-mode","oth",19
2022-05-15,"ResolvePM","tpp",52
2022-05-15,"ResolvePM","lnp",34
2022-05-15,"ResolvePM","alp",31
2022-05-15,"ResolvePM","grn",14
2022-05-15,"ResolvePM","oth",20
2022-05-14,"Essential","tpp",51.06382979
2022-05-14,"Essential","lnp",38.70967742
2022-05-14,"Essential","alp",37.6344086
2022-05-14,"Essential","grn",9.677419355
2022-05-14,"Essential","oth",13.978494624
2022-05-17,"Ipsos","tpp",53
2022-05-17,"Ipsos","lnp",35
2022-05-17,"Ipsos","alp",36
2022-05-17,"Ipsos","grn",13
2022-05-17,"Ipsos","oth",16
2022-05-16,"Newspoll2","tpp",53
2022-05-16,"Newspoll2","lnp",35
2022-05-16,"Newspoll2","alp",36
2022-05-16,"Newspoll2","grn",12
2022-05-16,"Newspoll2","oth",17
2022-06-09,"Morgan multi-mode","tpp",54
2022-06-09,"Morgan multi-mode","lnp",37
2022-06-09,"Morgan multi-mode","alp",34
2022-06-09,"Morgan multi-mode","grn",12.5
2022-06-09,"Morgan multi-mode","oth",16
2022-06-16,"Morgan multi-mode","tpp",53
2022-06-16,"Morgan multi-mode","lnp",37
2022-06-16,"Morgan multi-mode","alp",36
2022-06-16,"Morgan multi-mode","grn",11
2022-06-16,"Morgan multi-mode","oth",16
2022-07-29,"Newspoll2","tpp",56
2022-07-29,"Newspoll2","lnp",33
2022-07-29,"Newspoll2","alp",37
2022-07-29,"Newspoll2","grn",12
2022-07-29,"Newspoll2","oth",18
2022-08-19,"ResolvePM","lnp",28
2022-08-19,"ResolvePM","alp",42
2022-08-19,"ResolvePM","grn",12
2022-08-19,"ResolvePM","oth",18
2022-09-03,"Newspoll2","tpp",57
2022-09-03,"Newspoll2","lnp",31
2022-09-03,"Newspoll2","alp",37
2022-09-03,"Newspoll2","grn",13
2022-09-03,"Newspoll2","oth",19
2022-09-18,"ResolvePM","lnp",32
2022-09-18,"ResolvePM","alp",39
2022-09-18,"ResolvePM","grn",10
2022-09-18,"ResolvePM","oth",19
2022-10-09,"ResolvePM","lnp",30
2022-10-09,"ResolvePM","alp",39
2022-10-09,"ResolvePM","grn",12
2022-10-09,"ResolvePM","oth",19
2022-10-23,"Morgan multi-mode","tpp",54.5
2022-10-23,"Morgan multi-mode","lnp",37.5
2022-10-23,"Morgan multi-mode","alp",36.5
2022-10-23,"Morgan multi-mode","grn",11
2022-10-23,"Morgan multi-mode","oth",15
2022-10-29,"Newspoll2","tpp",55
2022-10-29,"Newspoll2","lnp",35
2022-10-29,"Newspoll2","alp",38
2022-10-29,"Newspoll2","grn",11
2022-10-29,"Newspoll2","oth",16
2022-10-28,"ResolvePM","lnp",32
2022-10-28,"ResolvePM","alp",39
2022-10-28,"ResolvePM","grn",13
2022-10-28,"ResolvePM","oth",16
2022-10-30,"Morgan multi-mode","tpp",55.5
2022-10-30,"Morgan multi-mode","lnp",37
2022-10-30,"Morgan multi-mode","alp",38
2022-10-30,"Morgan multi-mode","grn",12
2022-10-30,"Morgan multi-mode","oth",13
2022-11-26,"Essential","tpp",54.3
2022-11-26,"Essential","lnp",33
2022-11-26,"Essential","alp",35.1
2022-11-26,"Essential","grn",13.8
2022-11-26,"Essential","oth",18
2022-12-02,"Newspoll2","tpp",55
2022-12-02,"Newspoll2","lnp",35
2022-12-02,"Newspoll2","alp",39
2022-12-02,"Newspoll2","grn",11
2022-12-02,"Newspoll2","oth",15
2022-12-02,"ResolvePM","lnp",30
2022-12-02,"ResolvePM","alp",42
2022-12-02,"ResolvePM","grn",11
2022-12-02,"ResolvePM","oth",17
2022-12-09,"Essential","tpp",53.68421053
2022-12-09,"Essential","lnp",31.57894737
2022-12-09,"Essential","alp",36.84210526
2022-12-09,"Essential","grn",13.68421053
2022-12-09,"Essential","oth",17.89473684
2022-12-14,"Morgan multi-mode","tpp",58.5
2022-12-14,"Morgan multi-mode","lnp",32.5
2022-12-14,"Morgan multi-mode","alp",38
2022-12-14,"Morgan multi-mode","grn",12.5
2022-12-14,"Morgan multi-mode","oth",17
2022-12-17,"Freshwater","tpp",54
