"first_pref","age_group","gender","education","division","state","tpp_imputed"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Parramatta","NSW","LNP"
"LNP","ages18to29","Female","postgraduateDegree","Forde","QLD","LNP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Lindsay","NSW","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Franklin","TAS","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Moore","WA","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","O'Connor","WA","LNP"
"ALP","ages30to44","Male","postgraduateDegree","Hume","NSW","ALP"
"GRN","ages18to29","Female","postgraduateDegree","Ballarat","VIC","ALP"
"LNP","ages45to59","Female","bachelorDegree","Tangney","WA","LNP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Newcastle","NSW","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Wills","VIC","LNP"
"LNP","ages18to29","Female","bachelorDegree","Blaxland","NSW","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Dobell","NSW","ALP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Braddon","TAS","LNP"
"LNP","ages30to44","Male","bachelorDegree","Fairfax","QLD","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Dobell","NSW","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Wills","VIC","ALP"
"GRN","ages45to59","Female","postgraduateDegree","Ballarat","VIC","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Lyne","NSW","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Makin","SA","LNP"
"LNP","ages18to29","Female","bachelorDegree","Mackellar","NSW","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Solomon","NT","ALP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Maranoa","QLD","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Gippsland","VIC","LNP"
"GRN","ages18to29","Male","postgraduateDegree","Wills","VIC","ALP"
"GRN","ages45to59","Female","gradDipDipCertIIIandIV","Bass","TAS","LNP"
"Other","ages18to29","Female","gradDipDipCertIIIandIV","Dunkley","VIC","ALP"
"ALP","ages45to59","Male","postgraduateDegree","Corangamite","VIC","ALP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Hinkler","QLD","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Hotham","VIC","LNP"
"LNP","ages30to44","Male","bachelorDegree","Curtin","WA","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Aston","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Shortland","NSW","LNP"
"Unsure","ages30to44","Female","highSchoolorCertIorIIorLess","Riverina","NSW","ALP"
"Unsure","ages30to44","Female","postgraduateDegree","Farrer","NSW","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Wentworth","NSW","ALP"
"GRN","ages45to59","Male","highSchoolorCertIorIIorLess","Pearce","WA","ALP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Richmond","NSW","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Fenner","ACT","LNP"
"GRN","ages45to59","Male","bachelorDegree","Hasluck","WA","LNP"
"GRN","ages30to44","Female","gradDipDipCertIIIandIV","Robertson","NSW","LNP"
"GRN","ages30to44","Male","bachelorDegree","Canberra","ACT","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Holt","VIC","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Hasluck","WA","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Cowper","NSW","ALP"
"GRN","ages18to29","Female","bachelorDegree","Forrest","WA","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Goldstein","VIC","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Fremantle","WA","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Dunkley","VIC","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Swan","WA","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Melbourne","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Moreton","QLD","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Cowan","WA","LNP"
"ALP","ages18to29","Female","bachelorDegree","Macnamara","VIC","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Perth","WA","ALP"
"Unsure","ages18to29","Male","bachelorDegree","Bruce","VIC","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Watson","NSW","ALP"
"LNP","ages30to44","Female","bachelorDegree","New England","NSW","LNP"
"GRN","ages30to44","Female","postgraduateDegree","Curtin","WA","ALP"
"LNP","ages18to29","Male","postgraduateDegree","Whitlam","NSW","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Melbourne","VIC","LNP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Macquarie","NSW","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Griffith","QLD","ALP"
"Other","ages18to29","Male","gradDipDipCertIIIandIV","Wright","QLD","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Grayndler","NSW","LNP"
"ALP","ages18to29","Male","postgraduateDegree","Oxley","QLD","ALP"
"Other","ages18to29","Male","bachelorDegree","Wannon","VIC","LNP"
"ALP","ages18to29","Female","postgraduateDegree","Kooyong","VIC","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Hindmarsh","SA","ALP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Watson","NSW","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Sydney","NSW","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Blaxland","NSW","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Bonner","QLD","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Wills","VIC","LNP"
"GRN","ages18to29","Female","bachelorDegree","Griffith","QLD","LNP"
"ALP","ages18to29","Male","bachelorDegree","Bean","ACT","ALP"
"ALP","ages30to44","Female","postgraduateDegree","Berowra","NSW","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Gellibrand","VIC","LNP"
"GRN","ages18to29","Female","gradDipDipCertIIIandIV","Stirling","WA","ALP"
"GRN","ages18to29","Male","postgraduateDegree","Sydney","NSW","ALP"
"Unsure","ages30to44","Female","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"ALP","ages18to29","Male","postgraduateDegree","Gorton","VIC","ALP"
"GRN","ages18to29","Female","bachelorDegree","Bonner","QLD","ALP"
"LNP","ages18to29","Female","bachelorDegree","Franklin","TAS","LNP"
"LNP","ages30to44","Female","postgraduateDegree","Adelaide","SA","LNP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Forde","QLD","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Melbourne","VIC","LNP"
"ALP","ages18to29","Female","bachelorDegree","Cooper","VIC","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Brisbane","QLD","LNP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Bennelong","NSW","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Casey","VIC","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Hindmarsh","SA","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Deakin","VIC","LNP"
"Other","ages18to29","Male","gradDipDipCertIIIandIV","Herbert","QLD","LNP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Bendigo","VIC","LNP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Shortland","NSW","LNP"
"GRN","ages18to29","Female","postgraduateDegree","Grayndler","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Casey","VIC","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Macquarie","NSW","LNP"
"ALP","ages30to44","Male","postgraduateDegree","Sydney","NSW","ALP"
"Other","ages18to29","Female","gradDipDipCertIIIandIV","Bradfield","NSW","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Chifley","NSW","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Bonner","QLD","LNP"
"ALP","ages18to29","Female","bachelorDegree","Hindmarsh","SA","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Sturt","SA","LNP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Eden-Monaro","NSW","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Bonner","QLD","LNP"
"GRN","ages18to29","Female","bachelorDegree","Adelaide","SA","ALP"
"ALP","ages18to29","Male","bachelorDegree","Mackellar","NSW","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Kingston","SA","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Bruce","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Aston","VIC","LNP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Leichhardt","QLD","ALP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Curtin","WA","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Whitlam","NSW","ALP"
"Other","ages18to29","Female","postgraduateDegree","Mallee","VIC","ALP"
"LNP","ages30to44","Male","bachelorDegree","Dunkley","VIC","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Durack","WA","ALP"
"ALP","ages18to29","Female","bachelorDegree","Gorton","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Grayndler","NSW","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Canberra","ACT","ALP"
"LNP","ages18to29","Female","bachelorDegree","Parramatta","NSW","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Hunter","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Gilmore","NSW","ALP"
"ALP","ages18to29","Male","bachelorDegree","Adelaide","SA","ALP"
"GRN","ages18to29","Female","bachelorDegree","Cooper","VIC","ALP"
"ALP","ages30to44","Female","bachelorDegree","Warringah","NSW","ALP"
"GRN","ages18to29","Female","bachelorDegree","Lalor","VIC","ALP"
"ALP","ages30to44","Male","postgraduateDegree","Deakin","VIC","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Petrie","QLD","LNP"
"GRN","ages18to29","Male","postgraduateDegree","Chifley","NSW","LNP"
"ALP","ages30to44","Male","bachelorDegree","Berowra","NSW","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Boothby","SA","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Barton","NSW","ALP"
"LNP","ages30to44","Male","bachelorDegree","North Sydney","NSW","LNP"
"LNP","ages18to29","Female","bachelorDegree","Cook","NSW","LNP"
"LNP","ages18to29","Female","bachelorDegree","Banks","NSW","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","La Trobe","VIC","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Paterson","NSW","LNP"
"LNP","ages18to29","Male","postgraduateDegree","Oxley","QLD","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Newcastle","NSW","LNP"
"Unsure","ages18to29","Male","bachelorDegree","Bennelong","NSW","LNP"
"LNP","ages18to29","Male","postgraduateDegree","Fremantle","WA","LNP"
"Other","ages18to29","Female","gradDipDipCertIIIandIV","Warringah","NSW","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Lyne","NSW","LNP"
"ALP","ages18to29","Male","bachelorDegree","Melbourne","VIC","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Melbourne","VIC","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Blaxland","NSW","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Kingston","SA","ALP"
"LNP","ages18to29","Female","bachelorDegree","Indi","VIC","LNP"
"ALP","ages18to29","Female","bachelorDegree","Menzies","VIC","ALP"
"ALP","ages18to29","Male","postgraduateDegree","Higgins","VIC","ALP"
"LNP","ages30to44","Male","postgraduateDegree","La Trobe","VIC","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Macnamara","VIC","ALP"
