"first_pref","age_group","gender","education","division","state","tpp_imputed"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Braddon","TAS","LNP"
"LNP","ages18to29","Male","gradDipDipCertIIIandIV","Mallee","VIC","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Bonner","QLD","LNP"
"Other","ages30to44","Male","bachelorDegree","Eden-Monaro","NSW","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Wide Bay","QLD","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Hunter","NSW","LNP"
"ALP","ages18to29","Male","postgraduateDegree","Tangney","WA","ALP"
"Other","ages45to59","Male","bachelorDegree","Moore","WA","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Lyons","TAS","LNP"
"ALP","ages30to44","Female","bachelorDegree","McEwen","VIC","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Nicholls","VIC","ALP"
"ALP","ages45to59","Male","postgraduateDegree","Bean","ACT","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Eden-Monaro","NSW","LNP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Bennelong","NSW","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Cook","NSW","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Lyons","TAS","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Forde","QLD","LNP"
"GRN","ages30to44","Female","postgraduateDegree","Lilley","QLD","LNP"
"LNP","ages18to29","Female","postgraduateDegree","Aston","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Hunter","NSW","LNP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Corio","VIC","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Gilmore","NSW","LNP"
"ALP","ages30to44","Female","postgraduateDegree","Mayo","SA","ALP"
"GRN","ages30to44","Female","gradDipDipCertIIIandIV","Burt","WA","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Fairfax","QLD","LNP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Fisher","QLD","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Lyne","NSW","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Oxley","QLD","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Richmond","NSW","LNP"
"LNP","ages60plus","Male","bachelorDegree","Leichhardt","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"Other","ages18to29","Male","postgraduateDegree","Adelaide","SA","LNP"
"ALP","ages45to59","Male","bachelorDegree","Wentworth","NSW","ALP"
"LNP","ages45to59","Male","bachelorDegree","Blair","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Mayo","SA","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Brand","WA","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Canning","WA","ALP"
"LNP","ages18to29","Female","bachelorDegree","Page","NSW","LNP"
"LNP","ages30to44","Male","postgraduateDegree","Forde","QLD","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Ryan","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","McEwen","VIC","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Corangamite","VIC","LNP"
"ALP","ages60plus","Male","gradDipDipCertIIIandIV","Chisholm","VIC","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Dunkley","VIC","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Chisholm","VIC","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Reid","NSW","ALP"
"LNP","ages30to44","Male","bachelorDegree","Perth","WA","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Maranoa","QLD","ALP"
"LNP","ages60plus","Female","gradDipDipCertIIIandIV","Gippsland","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Deakin","VIC","LNP"
"LNP","ages45to59","Female","postgraduateDegree","Newcastle","NSW","LNP"
"LNP","ages18to29","Male","bachelorDegree","Mallee","VIC","LNP"
"GRN","ages45to59","Male","gradDipDipCertIIIandIV","Aston","VIC","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Bonner","QLD","ALP"
"LNP","ages30to44","Male","postgraduateDegree","Oxley","QLD","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Swan","WA","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Canning","WA","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Wannon","VIC","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Brisbane","QLD","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","McPherson","QLD","LNP"
"LNP","ages30to44","Female","bachelorDegree","Griffith","QLD","LNP"
"Other","ages18to29","Male","bachelorDegree","Adelaide","SA","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Kennedy","QLD","ALP"
"GRN","ages30to44","Female","gradDipDipCertIIIandIV","Clark","TAS","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Gippsland","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Gippsland","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Gippsland","VIC","LNP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Longman","QLD","ALP"
"ALP","ages45to59","Female","bachelorDegree","Maribyrnong","VIC","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Eden-Monaro","NSW","LNP"
"ALP","ages18to29","Male","postgraduateDegree","Deakin","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Fisher","QLD","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Makin","SA","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Solomon","NT","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Cook","NSW","ALP"
"ALP","ages30to44","Female","bachelorDegree","Griffith","QLD","ALP"
"GRN","ages18to29","Female","postgraduateDegree","Isaacs","VIC","ALP"
"LNP","ages30to44","Female","bachelorDegree","Macarthur","NSW","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Petrie","QLD","LNP"
"GRN","ages30to44","Female","bachelorDegree","Tangney","WA","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Makin","SA","ALP"
"ALP","ages18to29","Female","bachelorDegree","Canberra","ACT","ALP"
"LNP","ages30to44","Male","bachelorDegree","Leichhardt","QLD","LNP"
"GRN","ages18to29","Female","bachelorDegree","Melbourne","VIC","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Banks","NSW","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Kingston","SA","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Franklin","TAS","LNP"
"LNP","ages18to29","Male","postgraduateDegree","North Sydney","NSW","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Newcastle","NSW","ALP"
"ALP","ages18to29","Male","bachelorDegree","Goldstein","VIC","ALP"
"LNP","ages60plus","Male","gradDipDipCertIIIandIV","Stirling","WA","LNP"
"Other","ages30to44","Male","bachelorDegree","Moreton","QLD","ALP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Canning","WA","LNP"
"Unsure","ages45to59","Female","highSchoolorCertIorIIorLess","Oxley","QLD","ALP"
"GRN","ages30to44","Female","postgraduateDegree","Griffith","QLD","ALP"
"ALP","ages30to44","Female","postgraduateDegree","Higgins","VIC","ALP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Page","NSW","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Calwell","VIC","ALP"
"GRN","ages18to29","Female","bachelorDegree","Moreton","QLD","ALP"
"LNP","ages45to59","Male","postgraduateDegree","Mayo","SA","LNP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Hindmarsh","SA","ALP"
"ALP","ages30to44","Male","postgraduateDegree","Brisbane","QLD","ALP"
"Unsure","ages30to44","Female","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"LNP","ages45to59","Female","postgraduateDegree","Adelaide","SA","LNP"
"Other","ages18to29","Female","bachelorDegree","Ballarat","VIC","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","New England","NSW","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Dunkley","VIC","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Casey","VIC","LNP"
"LNP","ages18to29","Female","bachelorDegree","Curtin","WA","LNP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Griffith","QLD","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Macarthur","NSW","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Gilmore","NSW","ALP"
"LNP","ages18to29","Female","postgraduateDegree","Brand","WA","LNP"
"ALP","ages30to44","Male","postgraduateDegree","Watson","NSW","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Chifley","NSW","LNP"
"ALP","ages45to59","Female","postgraduateDegree","Hindmarsh","SA","ALP"
"Unsure","ages30to44","Male","bachelorDegree","Hindmarsh","SA","LNP"
"ALP","ages18to29","Male","bachelorDegree","Perth","WA","ALP"
"LNP","ages45to59","Male","bachelorDegree","Kooyong","VIC","LNP"
"ALP","ages30to44","Male","postgraduateDegree","Reid","NSW","ALP"
"LNP","ages30to44","Female","postgraduateDegree","Deakin","VIC","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Watson","NSW","LNP"
"ALP","ages45to59","Male","bachelorDegree","McEwen","VIC","ALP"
"ALP","ages45to59","Male","bachelorDegree","Ballarat","VIC","ALP"
"LNP","ages30to44","Male","bachelorDegree","Watson","NSW","LNP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Menzies","VIC","ALP"
"Other","ages18to29","Female","bachelorDegree","Macquarie","NSW","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Bean","ACT","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Riverina","NSW","LNP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Dickson","QLD","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Leichhardt","QLD","LNP"
"LNP","ages45to59","Female","postgraduateDegree","McPherson","QLD","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","McEwen","VIC","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Warringah","NSW","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Franklin","TAS","ALP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Kooyong","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Dunkley","VIC","LNP"
"Other","ages18to29","Male","bachelorDegree","Bradfield","NSW","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Monash","VIC","LNP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Kooyong","VIC","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Kooyong","VIC","LNP"
"ALP","ages45to59","Male","bachelorDegree","Mayo","SA","ALP"
"GRN","ages30to44","Female","bachelorDegree","Berowra","NSW","ALP"
"LNP","ages30to44","Male","bachelorDegree","Newcastle","NSW","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Casey","VIC","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Fisher","QLD","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Bradfield","NSW","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Grayndler","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Makin","SA","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Adelaide","SA","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Melbourne","VIC","ALP"
"Unsure","ages18to29","Female","postgraduateDegree","Bradfield","NSW","ALP"
"ALP","ages30to44","Male","postgraduateDegree","Lyons","TAS","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Ryan","QLD","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Wide Bay","QLD","ALP"
"LNP","ages45to59","Female","postgraduateDegree","Hasluck","WA","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Perth","WA","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Maribyrnong","VIC","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Kingston","SA","LNP"
"ALP","ages18to29","Female","bachelorDegree","Kooyong","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Fowler","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Kingston","SA","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Ballarat","VIC","ALP"
"LNP","ages60plus","Male","gradDipDipCertIIIandIV","Warringah","NSW","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Hunter","NSW","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Lilley","QLD","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Rankin","QLD","ALP"
"ALP","ages18to29","Male","bachelorDegree","Scullin","VIC","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Makin","SA","LNP"
"GRN","ages30to44","Male","highSchoolorCertIorIIorLess","Wide Bay","QLD","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Calare","NSW","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","North Sydney","NSW","LNP"
"LNP","ages30to44","Male","postgraduateDegree","Lilley","QLD","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Bass","TAS","LNP"
"GRN","ages30to44","Male","postgraduateDegree","Bradfield","NSW","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Clark","TAS","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Moreton","QLD","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Melbourne","VIC","ALP"
"LNP","ages60plus","Male","postgraduateDegree","Cook","NSW","LNP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Paterson","NSW","ALP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","McMahon","NSW","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Fenner","ACT","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Sydney","NSW","LNP"
"ALP","ages30to44","Female","postgraduateDegree","Kingsford Smith","NSW","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Paterson","NSW","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Forde","QLD","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Curtin","WA","LNP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Greenway","NSW","ALP"
"GRN","ages18to29","Female","bachelorDegree","Chisholm","VIC","ALP"
"LNP","ages18to29","Male","bachelorDegree","Greenway","NSW","LNP"
"GRN","ages30to44","Female","gradDipDipCertIIIandIV","Eden-Monaro","NSW","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Deakin","VIC","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Dobell","NSW","ALP"
"Other","ages18to29","Female","highSchoolorCertIorIIorLess","Hindmarsh","SA","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Mitchell","NSW","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Pearce","WA","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Ballarat","VIC","ALP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Makin","SA","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Spence","SA","ALP"
"ALP","ages18to29","Female","bachelorDegree","Melbourne","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Sydney","NSW","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Makin","SA","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Corangamite","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Brisbane","QLD","LNP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Braddon","TAS","ALP"
"ALP","ages45to59","Male","postgraduateDegree","Hume","NSW","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","McMahon","NSW","LNP"
"Other","ages45to59","Male","bachelorDegree","Cunningham","NSW","ALP"
"Other","ages18to29","Female","postgraduateDegree","Bean","ACT","ALP"
"GRN","ages30to44","Male","postgraduateDegree","Page","NSW","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Bendigo","VIC","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Tangney","WA","LNP"
"Other","ages30to44","Female","bachelorDegree","Franklin","TAS","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Ballarat","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Bendigo","VIC","ALP"
"ALP","ages18to29","Male","postgraduateDegree","Bass","TAS","ALP"
"Other","ages18to29","Female","gradDipDipCertIIIandIV","Bass","TAS","LNP"
"ALP","ages18to29","Female","bachelorDegree","Holt","VIC","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Hume","NSW","LNP"
"GRN","ages30to44","Male","bachelorDegree","Robertson","NSW","ALP"
"Unsure","ages18to29","Female","highSchoolorCertIorIIorLess","Capricornia","QLD","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Bass","TAS","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Corangamite","VIC","LNP"
"ALP","ages45to59","Male","bachelorDegree","Flinders","VIC","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Hunter","NSW","ALP"
"GRN","ages18to29","Female","bachelorDegree","Bean","ACT","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Jagajaga","VIC","ALP"
"LNP","ages30to44","Male","bachelorDegree","Kennedy","QLD","LNP"
"LNP","ages30to44","Female","bachelorDegree","Dickson","QLD","LNP"
"LNP","ages18to29","Female","bachelorDegree","Casey","VIC","LNP"
"Unsure","ages18to29","Female","bachelorDegree","Forde","QLD","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Blair","QLD","LNP"
"GRN","ages30to44","Male","postgraduateDegree","Ryan","QLD","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Deakin","VIC","ALP"
"LNP","ages30to44","Male","bachelorDegree","Cowan","WA","LNP"
"GRN","ages30to44","Male","gradDipDipCertIIIandIV","Boothby","SA","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Grey","SA","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Forrest","WA","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Burt","WA","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Stirling","WA","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Burt","WA","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Perth","WA","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Canning","WA","ALP"
"Unsure","ages30to44","Female","bachelorDegree","Mallee","VIC","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Hasluck","WA","LNP"
"LNP","ages18to29","Female","postgraduateDegree","Ryan","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Bruce","VIC","LNP"
"ALP","ages30to44","Male","bachelorDegree","Brisbane","QLD","ALP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","La Trobe","VIC","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Whitlam","NSW","ALP"
"Unsure","ages45to59","Male","bachelorDegree","Page","NSW","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Nicholls","VIC","LNP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Wide Bay","QLD","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Fadden","QLD","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Paterson","NSW","ALP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Nicholls","VIC","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Cooper","VIC","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Isaacs","VIC","LNP"
"Other","ages30to44","Female","bachelorDegree","Dunkley","VIC","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Dunkley","VIC","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Lyons","TAS","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Hinkler","QLD","LNP"
"LNP","ages45to59","Male","bachelorDegree","Capricornia","QLD","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Mayo","SA","LNP"
"LNP","ages18to29","Female","bachelorDegree","Groom","QLD","LNP"
"ALP","ages18to29","Female","postgraduateDegree","Lilley","QLD","ALP"
"LNP","ages45to59","Female","bachelorDegree","Riverina","NSW","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Moore","WA","LNP"
"LNP","ages18to29","Male","postgraduateDegree","Melbourne","VIC","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","New England","NSW","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Ryan","QLD","LNP"
"LNP","ages45to59","Female","postgraduateDegree","Rankin","QLD","LNP"
"GRN","ages45to59","Male","postgraduateDegree","Maribyrnong","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Holt","VIC","ALP"
"LNP","ages30to44","Male","postgraduateDegree","Casey","VIC","LNP"
"LNP","ages60plus","Male","bachelorDegree","Wentworth","NSW","LNP"
"LNP","ages18to29","Male","gradDipDipCertIIIandIV","Lalor","VIC","LNP"
"GRN","ages18to29","Female","bachelorDegree","Lilley","QLD","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Moncrieff","QLD","LNP"
"LNP","ages30to44","Male","bachelorDegree","Chisholm","VIC","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Macquarie","NSW","LNP"
"ALP","ages18to29","Female","bachelorDegree","Farrer","NSW","ALP"
"LNP","ages30to44","Male","bachelorDegree","Indi","VIC","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Braddon","TAS","LNP"
"LNP","ages30to44","Male","bachelorDegree","Moreton","QLD","LNP"
"GRN","ages18to29","Female","postgraduateDegree","Fraser","VIC","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Bean","ACT","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Bendigo","VIC","ALP"
"LNP","ages18to29","Female","postgraduateDegree","Melbourne","VIC","LNP"
"LNP","ages18to29","Male","gradDipDipCertIIIandIV","Capricornia","QLD","LNP"
"ALP","ages45to59","Male","postgraduateDegree","Hunter","NSW","ALP"
"GRN","ages30to44","Male","bachelorDegree","Maribyrnong","VIC","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Gellibrand","VIC","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Scullin","VIC","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Jagajaga","VIC","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Forrest","WA","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Hasluck","WA","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Durack","WA","ALP"
"ALP","ages30to44","Male","postgraduateDegree","Riverina","NSW","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Richmond","NSW","LNP"
"GRN","ages30to44","Male","highSchoolorCertIorIIorLess","Mayo","SA","ALP"
"ALP","ages45to59","Female","postgraduateDegree","Forde","QLD","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Lindsay","NSW","ALP"
"LNP","ages30to44","Male","postgraduateDegree","Isaacs","VIC","LNP"
"Other","ages18to29","Female","postgraduateDegree","Grayndler","NSW","LNP"
"ALP","ages18to29","Female","postgraduateDegree","Bonner","QLD","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Parramatta","NSW","ALP"
"Other","ages60plus","Male","gradDipDipCertIIIandIV","Kingston","SA","LNP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Swan","WA","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Maribyrnong","VIC","ALP"
"LNP","ages18to29","Male","bachelorDegree","Petrie","QLD","LNP"
"LNP","ages45to59","Female","bachelorDegree","Sturt","SA","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Hume","NSW","LNP"
"GRN","ages18to29","Male","bachelorDegree","Canberra","ACT","ALP"
"GRN","ages18to29","Female","bachelorDegree","Stirling","WA","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","New England","NSW","LNP"
"LNP","ages18to29","Male","bachelorDegree","Scullin","VIC","LNP"
"LNP","ages30to44","Female","bachelorDegree","Calare","NSW","LNP"
"GRN","ages18to29","Female","bachelorDegree","Barton","NSW","ALP"
"GRN","ages18to29","Female","bachelorDegree","McPherson","QLD","ALP"
"LNP","ages18to29","Male","bachelorDegree","Stirling","WA","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Sturt","SA","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Scullin","VIC","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Kingston","SA","ALP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Adelaide","SA","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Mayo","SA","LNP"
"ALP","ages45to59","Male","bachelorDegree","Fadden","QLD","ALP"
"ALP","ages45to59","Male","bachelorDegree","Hunter","NSW","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Isaacs","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Kingston","SA","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Bennelong","NSW","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Isaacs","VIC","ALP"
"ALP","ages18to29","Male","bachelorDegree","Dawson","QLD","ALP"
"Unsure","ages30to44","Male","gradDipDipCertIIIandIV","Gellibrand","VIC","LNP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Kingston","SA","ALP"
"LNP","ages18to29","Female","bachelorDegree","Aston","VIC","LNP"
"LNP","ages30to44","Male","bachelorDegree","Dunkley","VIC","LNP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Casey","VIC","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","McEwen","VIC","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Sturt","SA","ALP"
"Other","ages30to44","Male","bachelorDegree","Bowman","QLD","LNP"
"Other","ages18to29","Male","postgraduateDegree","Moreton","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Lilley","QLD","LNP"
